"","US.merge","US.id","US.screen_name","US.verified","US.url","US.created_at","US.name","US.followers_count","US.location","US.description","US.time_zone","US.listed_count","US.lang","US.friends_count","US.statuses_count","US.dw.nom.1","US.icpsr.id","US.nameid","US.title","US.party","US.state","US.gender","US.idealPoint"
"82","dennis_kucinich",15022633,"Dennis_Kucinich",TRUE,"http://www.KucinichAction.com","Thu Jun 05 20:00:10 +0000 2008","Dennis Kucinich",31281,"USA","United States Congressman","Eastern Time (US & Canada)",2179,"en",246,383,-0.617,29748,"K000336","House","D","OH","M",-1.12503268344123
"83","dennyrehberg",15740204,"DennyRehberg",TRUE,"http://rehberg.house.gov","Tue Aug 05 19:07:36 +0000 2008","Denny Rehberg",6606,"Billings, MT","I am a rancher from Billings and Montana's only Representative in the U.S. House.","Mountain Time (US & Canada)",587,"en",868,1083,0.357,20125,"R000571","House","R","MT","M",0.606906158400794
"84","dentpressshop",242376736,"DentPressShop",TRUE,"http://dent.house.gov/","Mon Jan 24 16:58:11 +0000 2011","DentPressShop",1408,"Washington, DC","Congressman Charlie Dent represents Pennsylvania’s 15th District, which includes all or parts of Lehigh, Northampton, Montgomery, and Berks counties. ","Central Time (US & Canada)",133,"en",405,599,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"85","desjarlaistn04",235312723,"DesJarlaisTN04",TRUE,"http://www.facebook.com/ScottDesJarlaisTN04","Fri Jan 07 21:47:44 +0000 2011","Scott DesJarlais",2645,"","Republican Congressman for Tennessee's 4th Congressional District.",NA,245,"en",344,392,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"86","devinnunes",54412900,"DevinNunes",TRUE,"http://www.nunes.house.gov","Tue Jul 07 02:04:34 +0000 2009","Devin Nunes",1790,"","RTs do not equal endorsement.  This is my personal Twitter account.  If you have questions about my official activities please visit my website.","Pacific Time (US & Canada)",185,"en",208,901,0.498,20307,"N000181","House","R","CA","M",1.00219497661638
"87","dhammill",281593711,"DHammill",FALSE,"http://www.democraticleader.gov","Wed Apr 13 15:49:13 +0000 2011","Drew Hammill",821,"Washington, DC","Press Secretary -- Democratic Leader Nancy Pelosi","Eastern Time (US & Canada)",32,"en",546,620,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"88","dickdurbin",308794407,"DickDurbin",FALSE,"http://www.dickdurbin.com","Wed Jun 01 00:54:26 +0000 2011","Dick Durbin",399,"","United States Senator for Illinois","Hawaii",8,"en",0,29,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"89","dochastings",402029058,"DocHastings",TRUE,"http://hastings.house.gov/","Mon Oct 31 12:59:01 +0000 2011","Doc Hastings",1216,"Central Washington","Press office of Congressman Doc Hastings who represents the 4th District of Washington state and serves as Chairman of @NatResources","Hawaii",80,"en",254,258,0.45,29580,"H000329","House","R","WA","M",0.782552907099441
"90","donmanzullo",18108651,"donmanzullo",TRUE,"http://manzullo.house.gov","Sun Dec 14 01:22:47 +0000 2008","donmanzullo",5034,"Northern Illinois, USA","Congressman Don Manzullo represents the 16th Congressional District in Illinois.","Central Time (US & Canada)",480,"en",1757,1010,0.505,29349,"M001138","House","R","IL","M",0.942232775475404
"91","dorismatsui",38254095,"DorisMatsui",TRUE,"http://www.matsui.house.gov","Wed May 06 19:20:50 +0000 2009","Rep. Doris Matsui",3502,"Sacramento, CA","Doris represents California's 5th Congressional District - including the capital city of Sacramento. She is a Member of the Energy and Commerce Committee.","Eastern Time (US & Canada)",266,"en",1326,540,-0.486,20538,"M001163","House","D","CA","F",-1.3084915104544
"92","drphilroe",52503751,"DrPhilRoe",TRUE,"http://www.roe.house.gov","Tue Jun 30 20:07:34 +0000 2009","Dr. Phil Roe",4579,"TN-1","U.S. Congressman Phil Roe, M.D. represents Tennessee’s First District. He serves as Chair of the Subcommittee on Health, Employment, Labor & Pensions. ","Eastern Time (US & Canada)",449,"en",118,649,0.471,20947,"R000582","House","R","TN","M",0.885243798835554
"93","drudge",247723476,"DRUDGE",TRUE,"http://www.drudgereport.com","Sat Feb 05 12:31:30 +0000 2011","MATT DRUDGE",147387,"","Personal observations here.  DRUDGE REPORT headline feed @Drudge_Report","Eastern Time (US & Canada)",3506,"en",0,186,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"94","dwstweets",115979444,"DWStweets",TRUE,"http://www.dwsforcongress.com","Sat Feb 20 17:35:01 +0000 2010","D Wasserman Schultz",142050,"Florida and Washington","Congresswoman Debbie Wasserman Schultz of Florida. Chair of the Democratic National Committee (DNC).","Eastern Time (US & Canada)",2867,"en",371,2744,NA,NA,NA,"House","D",NA,NA,NA
"95","edelmantechdc",98929990,"EdelmanTechDC",FALSE,"http://www.edelman.com","Wed Dec 23 18:05:18 +0000 2009","Edelman Tech Policy",1427,"Washington D.C.","Edelman's DC technology policy practice creates PR programs that impact legislative and regulatory proceedings in the nation's capital and across the country. ","Eastern Time (US & Canada)",110,"en",2001,2115,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"96","edlabornews",16051368,"EdLaborNews",FALSE,"http://edlabordem.polfeeds.com","Sat Aug 30 04:00:37 +0000 2008","Education Labor News",2733,"Washington DC","UNOFFICIAL TWITTER - News from the U.S. House of Representatives Committee on Education and Labor","Eastern Time (US & Canada)",190,"en",18,1688,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"97","edtowns",125445568,"EdTowns",TRUE,"http://towns.house.gov/","Mon Mar 22 20:57:13 +0000 2010","Edolphus Towns",3079,"Brooklyn, NY","I am Edolphus Towns, Congressman, representing the 10th district of New York--Brooklyn! ","Eastern Time (US & Canada)",331,"en",221,419,-0.55,15072,"T000326","House","D","NY","M",-1.80337640142192
"98","edworkforce",16424044,"EdWorkforce",TRUE,"http://edworkforce.house.gov/","Tue Sep 23 19:33:31 +0000 2008","Ed & Workforce Cmte",5240,"Washington, D.C.","U.S. House Education and the Workforce Committee: Fiscally Responsible Reforms for Students, Workers, and Retirees. http://www.facebook.com/EdWorkforce","Quito",388,"en",478,1567,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"100","elizabethforma",357606935,"elizabethforma",TRUE,"http://ElizabethWarren.com/","Thu Aug 18 16:43:48 +0000 2011","Elizabeth Warren",53926,"Massachusetts","Elizabeth Warren is a Democrat running for U.S. Senate in Massachusetts. Text WARREN to 90975 for campaign news and updates.","Quito",1505,"en",294,873,NA,NA,NA,"Senate","D",NA,NA,NA
"101","eltongallegly24",40318829,"eltongallegly24",TRUE,"http://www.house.gov/gallegly","Fri May 15 19:57:06 +0000 2009","Elton Gallegly",3797,"","U.S. Representative, 24th Congressional District, Ventura & Santa Barbara Counties, CA","Quito",489,"en",230,393,0.401,15413,"G000021","House","R","CA","M",0.780680544405646
"102","energycommerce",30929600,"EnergyCommerce",TRUE,"http://democrats.energycommerce.house.gov","Mon Apr 13 18:56:41 +0000 2009","Energy Commerce Dems",3002,"Washington, DC","House Committee on Energy and Commerce Democrats - Ranking Member Henry A. Waxman ","Central Time (US & Canada)",162,"en",132,1229,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"103","epwchairboxer",245891006,"EPWChairBoxer",TRUE,"http://epw.senate.gov/public/index.cfm?FuseAction=Majority.WelcomeMessage","Tue Feb 01 17:52:29 +0000 2011","EPWChairmanBoxer",937,"","News and Updates from the U.S. Senate Environment and Public Works Committee, Chairman Barbara Boxer.","Central Time (US & Canada)",50,"en",11,347,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"104","ericcantor",5561412,"EricCantor",TRUE,"http://www.ericcantor.com/","Fri Apr 27 17:51:58 +0000 2007","Eric Cantor",88439,"","I serve as the Majority Leader and represent Virginia's 7th District in the U.S. House.","Eastern Time (US & Canada)",3496,"en",26,779,0.544,20144,NA,"House","R",NA,NA,NA
"105","ericmassa",295208708,"ericmassa",FALSE,NA,"Sun May 08 15:39:05 +0000 2011","eric massa",6,"cameroon","Being yourself is being the person everyone else wants you to be.",NA,1,"en",7,2,-0.228,20937,"M001173","House","D",NA,NA,NA
"106","farenthold",17896154,"farenthold",TRUE,"http://farenthold.house.gov/","Fri Dec 05 12:32:52 +0000 2008","Blake Farenthold",3807,"Corpus Christi, TX","Proudly serving Texas' twenty-seventh district in Congress. ","Central Time (US & Canada)",295,"en",630,2306,0.518,21184,"F000460","House","R","TX","M",0.909669541899084
"107","financialcmte",42924141,"FinancialCmte",TRUE,"http://financialservices.house.gov/","Wed May 27 17:00:31 +0000 2009","Financial Services",7413,"Washington, DC","Official Congressional Committee that oversees the financial services industry. Top priorities: a stronger economy, more jobs & no more bailouts.","Quito",420,"en",241,3634,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"108","foxnews",1367531,"FoxNews",TRUE,"http://www.foxnews.com","Sat Mar 17 19:01:26 +0000 2007","Fox News",2110743,"U.S.A.","Join the more than 2 million fans following America's #1 Cable News Network!","Eastern Time (US & Canada)",30122,"en",270,155596,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"109","frankguinta",17674136,"frankguinta",FALSE,"http://www.teamguinta.com","Thu Nov 27 09:45:07 +0000 2008","US Rep Frank Guinta",1502,"Manchester, NH","US Congressman representing 1st district NH on House Budget Committee","Eastern Time (US & Canada)",103,"en",56,58,0.452,21152,"G000570","House","R","NH","M",0.862858713546469
"110","franklautenberg",135297032,"FrankLautenberg",TRUE,"http://lautenberg.senate.gov/","Tue Apr 20 22:36:00 +0000 2010","Frank R. Lautenberg",8295,"Washington,  DC","Official Twitter feed for Senator Frank R. Lautenberg","Eastern Time (US & Canada)",629,"en",60,1223,-0.417,14914,"L000123","Senate","D","NJ","M",-1.51251078156543
"111","frankpallone",31801993,"FrankPallone",TRUE,"http://pallone.house.gov","Thu Apr 16 13:51:56 +0000 2009","Frank Pallone",7339,"New Jersey","The official Twitter account of Congressman Frank Pallone (D), of NJ's 6th district and the Ranking Member of the Energy & Commerce Subcommittee on Health","Quito",658,"en",303,3348,-0.423,15454,"P000034","House","D","NJ","M",-1.67369771451092
"112","gabbygiffords",44177383,"GabbyGiffords",TRUE,NA,"Tue Jun 02 18:43:03 +0000 2009","Gabrielle Giffords",101766,"Tucson, Arizona","Proudly served Arizona's 8th District in the United States Congress 2007-2012.","Arizona",2892,"en",6433,1809,NA,NA,NA,"House","D",NA,NA,NA
"113","george_lemieux",19269183,"George_LeMieux",FALSE,NA,"Wed Jan 21 01:17:58 +0000 2009","George LeMieux",9629,"Broward County","Florida's 34th US Senator. Chairman of the Board at Gunster. Husband to Meike and father of four. ","Eastern Time (US & Canada)",614,"en",8151,1774,NA,111512,"L000572","Senate","R",NA,NA,NA
"114","gerryconnolly",78445977,"GerryConnolly",TRUE,"http://connolly.house.gov","Tue Sep 29 23:17:33 +0000 2009","Gerry Connolly",3162,"Virginia's 11th District","Proudly representing Virginia's 11th District","Eastern Time (US & Canada)",224,"en",127,1499,-0.306,20952,"C001078","House","D","VA","M",-0.704170248546365
"115","gkbutterfield",432676344,"GKButterfield",TRUE,"http://www.facebook.com/CongressmanGKButterfield","Fri Dec 09 17:17:22 +0000 2011","G. K. Butterfield",628,"","The Official Twitter Page of U.S. Congressman G. K. Butterfield, 1st District of North Carolina","Eastern Time (US & Canada)",66,"en",121,180,-0.414,20340,"B001251","House","D","NC","M",-0.974976396408598
"116","glennbeck",17454769,"glennbeck",TRUE,"http://www.glennbeck.com","Tue Nov 18 00:43:47 +0000 2008","Glenn Beck",585135,"Dallas, TX","Sometimes I feel like i am living a dream, other times like I am in a Hitchcock film but when I am with Tania and the kids, I feel happy and whole.","Eastern Time (US & Canada)",14248,"en",43,2079,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"117","glennnye",15861717,"GlennNye",TRUE,"http://www.glennnye.com","Fri Aug 15 10:17:00 +0000 2008","Glenn Nye",2888,"","Glenn is a former Congressman (VA02) and Foreign Service Officer who served in Kosovo, Iraq and Afghanistan. A Senior Fellow at German Marshall Fund of the USA","Eastern Time (US & Canada)",306,"en",911,291,-0.062,20950,"N000183","House","D",NA,NA,NA
"118","gopconference",15207668,"gopconference",TRUE,"http://www.GOP.gov","Mon Jun 23 14:41:52 +0000 2008","GOP Conference",36988,"Washington, DC","The United States House of Representatives Republican Conference","Eastern Time (US & Canada)",1807,"en",10555,4100,NA,NA,NA,"Others","R",NA,NA,NA
"119","gopleader",18891923,"GOPLeader",TRUE,"http://MajorityLeader.gov","Mon Jan 12 04:57:20 +0000 2009","Eric Cantor",107475,"Richmond, VA","I serve as the Majority Leader and represent Virginia's 7th District in the U.S. House. Welcome to my official @Twitter account!","Eastern Time (US & Canada)",4180,"en",8919,4249,0.544,20144,"C001046","House","R","VA","M",0.962439029549629
"120","gopoversight",22508473,"GOPoversight",TRUE,"http://oversight.house.gov","Mon Mar 02 17:30:34 +0000 2009","GOP Oversight",10935,"Washington D.C.","House Committee on Oversight and Government Reform - Republicans","Eastern Time (US & Canada)",487,"en",4177,3163,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"121","gopwhip",19739126,"GOPWhip",TRUE,"http://www.majoritywhip.gov","Thu Jan 29 22:28:48 +0000 2009","Kevin McCarthy",26883,"California","I serve as the Majority Whip in the U.S. House of Representatives.","Eastern Time (US & Canada)",1368,"en",10941,3495,0.477,20703,"M001165","House","R","CA","M",0.99161819052538
"122","governorperry",18906561,"GovernorPerry",TRUE,"http://www.rickperry.org","Mon Jan 12 16:59:54 +0000 2009","Rick Perry",155626,"Texas","Personal Twitter feed of Texas' 47th Governor. Follow @TeamRickPerry for updates from campaign staff, @TexGov for official state updates.","Central Time (US & Canada)",4510,"en",30438,1534,NA,NA,NA,"Others","R",NA,NA,NA
"123","govgaryjohnson",95713333,"GovGaryJohnson",TRUE,"http://www.GaryJohnson2012.com","Wed Dec 09 19:25:37 +0000 2009","Gov. Gary Johnson",101382,"New Mexico","I am the 2012 Libertarian Presidential Candidate and two-term Governor of New Mexico. Be Libertarian with me. #Johnson2012","Mountain Time (US & Canada)",1783,"en",1064,2646,NA,NA,NA,"Others","I",NA,NA,NA
"124","govluv",62418273,"govluv",FALSE,"http://GovLuv.org/","Mon Aug 03 02:51:40 +0000 2009","GovLuv",249,"","","Eastern Time (US & Canada)",46,"en",197,82,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"125","govmikehuckabee",15416505,"GovMikeHuckabee",TRUE,"http://www.mikehuckabee.com","Sun Jul 13 17:09:21 +0000 2008","Gov. Mike Huckabee",243774,"Little Rock, Arkansas","Former AR Gov, FOX Host, Bass Guitarist, Radio Commentator","Central Time (US & Canada)",6225,"en",397,2550,NA,NA,NA,"Others","R",NA,NA,NA
"126","govsambrownback",89193992,"govsambrownback",FALSE,"http://governor.ks.gov","Wed Nov 11 14:18:51 +0000 2009","Sam Brownback",5540,"Topeka, Kansas","Official Twitter page for Sam Brownback, Governor of Kansas","Central Time (US & Canada)",322,"en",261,1057,0.449,29523,"B000953","Senate","R",NA,NA,NA
"127","govsm",174121609,"govsm",FALSE,"http://govsm.com","Tue Aug 03 04:22:16 +0000 2010","GovSM",939,"Chicago","Tracking Governmental use of Social Media. Consultant & Speaker. E-mail me josh @ govsm(dot)com.","Central Time (US & Canada)",89,"en",82,2670,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"128","gracenapolitano",161411080,"gracenapolitano",TRUE,"http://www.napolitano.house.gov","Wed Jun 30 19:48:06 +0000 2010","Rep.Grace Napolitano",2871,"Norwalk, CA","Congresswoman from California's 38th Congressional District in the US House of Representatives",NA,282,"en",134,597,-0.473,29903,"N000179","House","D","CA","F",-1.61462062541138
"129","grahamblog",14845376,"GrahamBlog",TRUE,"http://lgraham.senate.gov","Tue May 20 13:57:21 +0000 2008","Lindsey Graham",20096,"Washington, DC","The official Senate Twitter feed for United States Senator Lindsey Graham (R-South Carolina).","Eastern Time (US & Canada)",1176,"en",2078,1752,0.431,29566,"G000359","Senate","R","SC","M",0.741943811718051
"130","greggharper",23712174,"GreggHarper",TRUE,"http://www.harper.house.gov","Wed Mar 11 03:02:52 +0000 2009","Gregg Harper",7537,"Pearl, Mississippi","I'm committed to creating jobs, driving down spending and shrinking the size of the federal government.","Eastern Time (US & Canada)",549,"en",375,1037,0.471,20925,"H001045","House","R","MS","M",0.784582412448076
"131","gregorymeeks",22812754,"GregoryMeeks",TRUE,"http://www.house.gov/meeks/","Wed Mar 04 18:36:27 +0000 2009"," Gregory  Meeks",4327,"Queens, New York","Congressman from the 6th district of New York","Central Time (US & Canada)",479,"en",68,591,-0.457,29776,"M001137","House","D","NY","M",-1.09267215817467
"132","greshambarrett",15581825,"greshambarrett",TRUE,"http://www.greshambarrett.com","Thu Jul 24 13:46:20 +0000 2008","greshambarrett",2979,"Westminster, South Carolina","You can sum up all of my plans for SC in one word - JOBS","Quito",260,"en",2633,641,0.653,20347,"B001239","House","R",NA,NA,NA
"133","harryemitchell",28819823,"HarryEMitchell",TRUE,"http://www.harrymitchell.org","Sat Apr 04 16:16:07 +0000 2009","Harry Mitchell",3292,"Tempe, AZ","Born and raised Arizonan; Teacher; Councilman; Mayor; Senator; and Congressman.","Arizona",363,"en",9,267,-0.081,20700,"M001167","House","D",NA,NA,NA
"134","hascdemocrats",74294786,"HASCDemocrats",TRUE,"http://democrats.armedservices.house.gov","Mon Sep 14 23:09:32 +0000 2009","House Armed Services",4703,"Washington, DC","Oversight and funding of the Department of Defense, the United States Armed Forces, and portions of the Department of Energy. Ranking member: @Rep_Adam_Smith","Eastern Time (US & Canada)",374,"en",557,553,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"135","hascrepublicans",20192403,"HASCRepublicans",TRUE,"http://armedservices.house.gov/","Thu Feb 05 21:46:45 +0000 2009","HASC Republicans",6541,"Washington, DC","The House Armed Services Committee Republicans; Twitter feed of the latest committee news and updates","Eastern Time (US & Canada)",431,"en",697,1652,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
